flight,instrument,opr_frame,opr_year,distance_m,ice_thickness_agasea,ice_thickness_opr,rssnr_agasea,rssnr_opr,lat,lon,ice_thickness_diff,rssnr_diff
DRP02a,HiCARS,Data_20161107_04_003,2016,0.9309939065332565,534.7203585858587,629.2998109627645,26.138779757711493,27.51883944319065,-75.0730423951319,-111.3612116522765,-94.5794523769058,-1.3800596854791571
DRP02a,HiCARS,Data_20161107_04_004,2016,6.354934062430111,2392.6105,2268.880940065751,79.13973901143245,95.5255213901411,-75.26027960332186,-113.74678182990633,123.72955993424875,-16.38578237870864
DRP02a,HiCARS,Data_20161107_04_006,2016,345.6906629512209,2344.4781885521884,2307.9995769634365,87.33741500123747,97.88882440626512,-75.32579269467834,-114.66650800905833,36.478611588751846,-10.551409405027641
DRP02a,HiCARS,Data_20161107_04_010,2016,150.12793678956916,2029.6935723905729,1313.0255515223087,80.27310921463896,44.84211323358767,-75.1740330562159,-112.82777636348287,716.6680208682642,35.430995981051296
DRP02a,HiCARS,Data_20161107_04_018,2016,364.43193163560903,2012.068106060606,2109.0047718752107,88.86786151730934,94.13123531578546,-75.22856128904995,-113.34761001681514,-96.9366658146048,-5.263373798476124
DRP02a,HiCARS,Data_20161107_04_020,2016,31.85756926989788,1639.0847845117844,1233.0874674270385,70.41194778236041,58.13785958343792,-75.14560088367705,-112.52066165149901,405.9973170847459,12.274088198922492
DRP02a,HiCARS,Data_20161107_04_023,2016,435.31898791700957,689.0542592592593,642.9062933619592,28.13968629595557,15.98160759318313,-75.09172417732614,-111.70949237273928,46.14796589730008,12.15807870277244
DRP02a,HiCARS,Data_20181031_01_010,2018,13.451836797674117,500.3477424242424,410.8477360436893,24.02334842837812,14.358140758012507,-75.03165758346603,-110.66297148864581,89.50000638055315,9.665207670365614
DRP02a,HiCARS,Data_20181031_01_011,2018,6.7344080782672195,693.521654882155,592.6983733089287,25.999779914886496,15.11094121563297,-75.09730793663448,-111.87452350344574,100.82328157322627,10.888838699253526
DRP02a,HiCARS,Data_20181031_01_012,2018,2.2216649750642987,2103.6896868686863,2087.9147241564533,81.82172606634506,76.6965996571401,-75.27478902418234,-113.99445813327907,15.774962712232991,5.125126409204967
DRP02a,HiCARS,Data_20181031_01_013,2018,3.5584551842744094,2488.465208754209,2458.351207474534,79.82326399007987,91.72847766851815,-75.37902183919944,-115.00864375330522,30.114001279674994,-11.905213678438287
DRP02a,HiCARS,Data_20181031_01_030,2018,175.16761598688225,1981.8444175084176,1926.2697132540181,77.9497667804865,88.37158271067898,-75.24018734857623,-113.47787198515846,55.57470425439942,-10.42181593019248
DRP02a,HiCARS,Data_20181031_01_034,2018,610.6206584935628,2074.02513973064,1193.8157576023593,85.41987166043226,42.33447769374948,-75.18157042787678,-112.86549058384176,880.2093821282808,43.08539396668279
DRP02a,HiCARS,Data_20181031_01_037,2018,104.31570168913436,968.003222222222,895.7827687509944,42.3935311879394,21.793879861829947,-75.12185238030472,-112.22656005758341,72.22045347122764,20.599651326109456
DRP02a,HiCARS,Data_20181031_01_045,2018,333.1642017113026,737.95648989899,611.2201974748325,34.625007144917205,11.094291454654497,-75.09886304828382,-111.9388950766305,126.73629242415745,23.53071569026271
DRP05a,HiCARS,Data_20121012_03_007,2012,649.5481220799736,535.4285808080809,460.0113413054701,23.88062310282084,0.7629157055510334,-75.24277887535706,-108.8021644519068,75.41723950261081,23.117707397269808
DRP05a,HiCARS,Data_20121012_03_009,2012,366.9906675011709,992.5331195286196,973.1009143000326,34.370909659460004,22.29580971735668,-75.32647439756961,-108.95602862205448,19.43220522858701,12.075099942103325
DRP05a,HiCARS,Data_20121012_03_015,2012,496.0841993671606,1121.3837861952863,1088.1037496264003,40.53144376035348,17.517887853278985,-75.41692878099045,-109.16686797535615,33.28003656888609,23.013555907074497
DRP05a,HiCARS,Data_20121012_03_016,2012,153.8931481603581,1428.3666885521889,1441.9586275536851,59.21152903332734,38.78036118540731,-75.50032739051048,-109.45605004573527,-13.591939001496257,20.43116784792003
DRP05a,HiCARS,Data_20121012_03_023,2012,279.3193817118017,1582.1978973063974,1574.6542067764167,71.84428856402761,40.594765127126294,-75.57813488098253,-109.99969482287636,7.543690529980722,31.249523436901313
DRP05a,HiCARS,Data_20121012_03_024,2012,239.8073979650928,1407.299196969697,1495.0368592427774,60.927621276018165,38.37656956477361,-75.54024594088139,-109.75502322248289,-87.73766227308033,22.551051711244554
DRP05a,HiCARS,Data_20121012_03_031,2012,181.226522613226,1186.4357626262629,1176.5674691082213,40.86741114520558,33.30756484063569,-75.45768872217928,-109.3073148538144,9.868293518041583,7.559846304569888
DRP05a,HiCARS,Data_20121012_03_032,2012,476.33931542484805,826.3626447811447,849.2517070254831,25.217249862224534,21.779062436672447,-75.3711200744341,-109.03817112266094,-22.889062244338447,3.438187425552087
DRP05a,HiCARS,Data_20121012_03_038,2012,385.19155440205213,923.277909090909,946.5617984554865,34.93342792435078,20.181272930836883,-75.28557264810112,-108.88067923986131,-23.283889364577476,14.752154993513898
DRP05a,HiCARS,Data_20121023_04_057,2012,384.92546333698436,1481.2200117845116,1523.5093626033174,70.75701249882843,53.019074191174454,-75.50844625236022,-109.47274810542024,-42.289350818805815,17.737938307653977
DRP05a,HiCARS,Data_20121023_04_070,2012,1002.3182818011054,1935.6385252525247,1727.2344517886463,74.50867958797643,62.932963409190506,-75.77484199861962,-110.53226929895399,208.40407346387838,11.575716178785925
DRP05a,HiCARS,Data_20141103_04_008,2014,269.232146988073,878.5093619528622,889.047559963393,37.270024285405206,35.94146656776761,-75.39386884486504,-109.09052055059936,-10.538198010530891,1.3285577176375938
DRP05a,HiCARS,Data_20141103_04_015,2014,6.0812507357597605,1492.57218013468,1476.6945266816206,52.69991338625473,57.235134990557825,-75.55926240611541,-109.88386952467494,15.877653453059338,-4.535221604303096
DRP05a,HiCARS,Data_20141107_09_032,2014,1926.0310647417894,1897.929171717172,1821.873977046195,67.91468029385305,63.70107819498746,-75.68266828936567,-110.48615718626269,76.05519467097702,4.213602098865593
DRP05a,HiCARS,Data_20161103_06_008,2016,1136.742429332728,842.5946464646464,921.8391825454548,33.59379435968061,45.288066731019526,-75.38865925730953,-109.07637525302817,-79.24453608080842,-11.694272371338919
